Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Name
Second Class,Home Office,United States,Troy,New York,12180,East,Furniture,Furnishings,82.64,2,0,7.4376,Terry Wells
Second Class,Home Office,United States,Troy,New York,12180,East,Office Supplies,Storage,31.02,2,0,8.0652,Jasmine Williams
Second Class,Home Office,United States,Troy,New York,12180,East,Technology,Accessories,89.97,3,0,37.7874,Jesus Nguyen
Second Class,Consumer,United States,Sandy Springs,Georgia,30328,South,Office Supplies,Art,35.97,3,0,9.7119,Hannah Wiggins
Second Class,Consumer,United States,Sandy Springs,Georgia,30328,South,Furniture,Bookcases,1266.86,7,0,291.3778,Larry Villarreal
Standard Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Storage,169.45,5,0,42.3625,Collin Lopez
Standard Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Storage,40.68,2,0,0.4068,John Rowe
Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Supplies,3.328,2,0.2,0.416,Jeffrey Mcintyre
Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Furniture,Tables,933.262,4,0.45,-458.1468,Scott Mccall
Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Furniture,Chairs,2803.92,5,0.2,0,Joshua Carter
Same Day,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Storage,4.768,2,0.2,-0.7748,Stephen Fitzgerald
Same Day,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Paper,6.672,1,0.2,2.502,Steven Clark
Same Day,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Art,4.448,2,0.2,1.112,Todd Willis
Same Day,Consumer,United States,Jacksonville,Florida,32216,South,Furniture,Furnishings,43.936,4,0.2,6.0412,Elizabeth Russell
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,23.744,2,0.2,8.3104,Margaret Sanchez
Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,Accessories,357,3,0,57.12,Tanya Walters
Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,Phones,806.336,8,0.2,50.396,Paula Gardner
Standard Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,85.44,3,0,31.6128,William Garcia
Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Storage,344.91,3,0,10.3473,Kevin Taylor
Same Day,Home Office,United States,Aurora,Illinois,60505,Central,Office Supplies,Appliances,70.97,5,0.8,-191.619,Matthew Smith
Same Day,Home Office,United States,Aurora,Illinois,60505,Central,Office Supplies,Art,36.784,2,0.2,3.6784,Emily Howard
Second Class,Home Office,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,743.988,2,0.4,-123.998,Jerome Manning
Second Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,11.212,2,0.8,-16.818,Alyssa Fisher
Second Class,Consumer,United States,Chicago,Illinois,60653,Central,Furniture,Furnishings,4.712,2,0.6,-1.8848,Kayla Archer
Second Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Appliances,180.98,5,0.8,-470.548,Amanda Davis
Second Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Storage,60.416,2,0.2,6.0416,Michelle Kelley
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Copiers,299.99,1,0,89.997,Deborah Wong
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Paper,192.16,4,0,92.2368,Michele Hunt
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Phones,242.624,8,0.2,27.2952,Patrick Johnson
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Storage,46.74,3,0,11.685,Frances Wilson
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Accessories,174.95,5,0,12.2465,Ricky Smith
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Binders,100.704,6,0.2,37.764,Michael Larson
Same Day,Home Office,United States,Roseville,Michigan,48066,Central,Office Supplies,Paper,368.91,9,0,180.7659,Paula Gardner
Same Day,Home Office,United States,Roseville,Michigan,48066,Central,Office Supplies,Binders,8.02,1,0,3.7694,Jeffrey Mcintyre
Same Day,Home Office,United States,Roseville,Michigan,48066,Central,Office Supplies,Storage,171.04,4,0,44.4704,Blake Jones
Standard Class,Home Office,United States,Fayetteville,Arkansas,72701,South,Office Supplies,Paper,19.44,3,0,9.3312,Jordan Roman
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Binders,13.092,4,0.7,-10.0372,Patricia Duncan
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Appliances,122.94,3,0,30.735,Lisa Ellis
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,35.448,7,0.2,12.8499,Caleb Bell
Standard Class,Consumer,United States,Dover,Delaware,19901,East,Technology,Phones,19.98,2,0,5.1948,Jean Robinson
Standard Class,Consumer,United States,Aurora,Illinois,60505,Central,Furniture,Tables,69.375,1,0.5,-47.175,Whitney Hess
Standard Class,Consumer,United States,Aurora,Illinois,60505,Central,Office Supplies,Supplies,31.68,4,0.2,2.772,Michael King
Standard Class,Consumer,United States,Aurora,Illinois,60505,Central,Technology,Phones,2003.168,4,0.2,250.396,Jimmy Moore
Standard Class,Consumer,United States,Aurora,Illinois,60505,Central,Office Supplies,Art,9.344,2,0.2,3.1536,Timothy Fry
Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Chairs,2563.056,8,0.1,313.2624,Kaitlin Gregory
Standard Class,Corporate,United States,El Cajon,California,92020,West,Furniture,Chairs,387.136,4,0.2,4.8392,Chris Young
Second Class,Home Office,United States,Springfield,Ohio,45503,East,Office Supplies,Art,3.424,1,0.2,0.2996,Kimberly Smith
Standard Class,Corporate,United States,Mount Vernon,New York,10550,East,Office Supplies,Storage,1085.42,7,0,282.2092,Austin Heath
Standard Class,Home Office,United States,Lakewood,Ohio,44107,East,Office Supplies,Paper,43.056,9,0.2,15.6078,Whitney Hess
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Office Supplies,Binders,3.762,3,0.7,-2.7588,Mario Morris
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Office Supplies,Binders,34.86,2,0.7,-26.726,Jean Beard
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Office Supplies,Storage,432.456,3,0.2,32.4342,Steven Clark
Standard Class,Consumer,United States,Columbus,Georgia,31907,South,Office Supplies,Storage,675.06,3,0,87.7578,Michael Montgomery
First Class,Corporate,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Envelopes,65.232,3,0.2,22.0158,Jeffrey Mcintyre
First Class,Corporate,United States,Jacksonville,North Carolina,28540,South,Furniture,Chairs,207,3,0.2,25.875,Robin Harris
Second Class,Home Office,United States,Saint Charles,Illinois,60174,Central,Technology,Machines,600.53,2,0.3,137.264,Darrell Johns
Second Class,Home Office,United States,Saint Charles,Illinois,60174,Central,Office Supplies,Art,59.904,2,0.2,14.2272,Danielle Castro
Second Class,Home Office,United States,Saint Charles,Illinois,60174,Central,Technology,Accessories,637.44,8,0.2,135.456,Nicholas Smith
Second Class,Home Office,United States,Saint Charles,Illinois,60174,Central,Furniture,Furnishings,51.756,3,0.6,-33.6414,William Jenkins
Standard Class,Home Office,United States,Miami,Florida,33180,South,Office Supplies,Paper,31.104,6,0.2,10.8864,Alexis Conrad
Standard Class,Home Office,United States,Miami,Florida,33180,South,Office Supplies,Art,47.96,5,0.2,4.1965,Randall Dawson
Standard Class,Home Office,United States,Miami,Florida,33180,South,Technology,Accessories,158.928,7,0.2,41.7186,Stephanie Peterson
Standard Class,Home Office,United States,Miami,Florida,33180,South,Office Supplies,Appliances,211.248,6,0.2,15.8436,Theresa Medina
Standard Class,Home Office,United States,Miami,Florida,33180,South,Office Supplies,Supplies,5.552,2,0.2,-1.041,John Gallegos
Standard Class,Home Office,United States,Miami,Florida,33180,South,Office Supplies,Labels,2.952,1,0.2,0.9963,Danielle Mitchell
Standard Class,Consumer,United States,Troy,Ohio,45373,East,Office Supplies,Binders,10.332,3,0.7,-7.5768,Heather Kennedy
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Binders,18.368,4,0.2,5.9696,Hannah Anderson
Standard Class,Consumer,United States,New York City,New York,10011,East,Technology,Phones,299.9,2,0,74.975,Danielle Mitchell
Standard Class,Corporate,United States,Arlington,Virginia,22204,South,Office Supplies,Envelopes,26.55,9,0,12.744,Carl Pitts DVM
Standard Class,Corporate,United States,Arlington,Virginia,22204,South,Technology,Accessories,111.98,2,0,26.8752,Heather Roberts
Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Furniture,Furnishings,4.928,2,0.2,0.7392,Lauren Henry
Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Labels,11.784,3,0.2,4.2717,Kimberly Smith
Standard Class,Consumer,United States,Roseville,California,95661,West,Office Supplies,Art,7.98,3,0,2.0748,Morgan Hernandez
Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Office Supplies,Envelopes,180.96,2,0,81.432,Gregory Sanchez
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Technology,Accessories,1649.95,5,0,659.98,Carla Perry
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Furniture,Chairs,362.352,3,0.2,45.294,Kristina Wilcox
Second Class,Home Office,United States,San Francisco,California,94110,West,Technology,Phones,73.584,2,0.2,8.2782,Robert Miller
Standard Class,Consumer,United States,Bakersfield,California,93309,West,Furniture,Tables,486.368,4,0.2,36.4776,Michelle Maldonado
Standard Class,Home Office,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Paper,32.4,5,0,15.552,Sean Parks
Standard Class,Home Office,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Binders,41.86,7,0,19.2556,Joshua Hernandez
Standard Class,Home Office,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Binders,77.56,2,0,35.6776,Joseph Pugh
Same Day,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Art,37.17,9,0,11.151,Laura Gregory
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Storage,137.352,3,0.2,8.5845,Stephanie Collins
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Furniture,Tables,376.509,3,0.3,-43.0296,David Chavez
Standard Class,Consumer,United States,Columbus,Georgia,31907,South,Furniture,Furnishings,62.72,4,0,24.4608,Angela Jones
Standard Class,Consumer,United States,Columbus,Georgia,31907,South,Technology,Phones,2939.93,7,0,764.3818,Jorge Sullivan
Standard Class,Home Office,United States,League City,Texas,77573,Central,Furniture,Chairs,512.358,3,0.3,-14.6388,William Roberts
Standard Class,Home Office,United States,League City,Texas,77573,Central,Office Supplies,Fasteners,3.488,2,0.2,0.5668,Anthony Johnson
Standard Class,Home Office,United States,League City,Texas,77573,Central,Office Supplies,Art,22.288,7,0.2,3.9004,Brenda Ford
Standard Class,Home Office,United States,League City,Texas,77573,Central,Office Supplies,Paper,16.032,3,0.2,5.6112,Amanda Hernandez
Standard Class,Consumer,United States,Burlington,North Carolina,27217,South,Office Supplies,Art,1.752,1,0.2,0.1533,Chris Young
Standard Class,Consumer,United States,Burlington,North Carolina,27217,South,Office Supplies,Art,20.992,8,0.2,2.3616,Patrick Williams
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Storage,11.21,1,0,3.363,Michael Fitzgerald
First Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Art,45.04,2,0.2,4.504,Taylor Perry
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,15.624,2,0.8,-24.9984,Brittney Guerrero
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Appliances,8.74,2,0,2.2724,Shawn Gomez
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Paper,44.75,5,0,20.585,Robert Miller
First Class,Home Office,United States,Hialeah,Florida,33012,South,Office Supplies,Storage,61.68,5,0.2,5.397,Deborah Wong
First Class,Home Office,United States,Hialeah,Florida,33012,South,Technology,Phones,158.376,3,0.2,13.8579,Bailey Mclaughlin
Second Class,Corporate,United States,Aurora,Illinois,60505,Central,Office Supplies,Binders,2.864,4,0.8,-4.5824,Lindsey Martin
Second Class,Corporate,United States,Aurora,Illinois,60505,Central,Office Supplies,Binders,94.192,7,0.8,-164.836,Patrick Rogers
Standard Class,Consumer,United States,Belleville,New Jersey,7109,East,Office Supplies,Paper,143.7,3,0,68.976,Amanda Davis
Standard Class,Consumer,United States,Belleville,New Jersey,7109,East,Office Supplies,Paper,6.48,1,0,3.1104,Margaret Sanchez
Standard Class,Consumer,United States,New York City,New York,10024,East,Technology,Accessories,7.88,4,0,2.5216,James Young
First Class,Consumer,United States,Andover,Massachusetts,1810,East,Office Supplies,Storage,11.21,1,0,3.363,John Boyd
First Class,Consumer,United States,Andover,Massachusetts,1810,East,Furniture,Chairs,354.9,5,0,88.725,Jean Robinson
First Class,Consumer,United States,Andover,Massachusetts,1810,East,Office Supplies,Paper,17.94,3,0,8.7906,Paul Roberts
First Class,Consumer,United States,Andover,Massachusetts,1810,East,Office Supplies,Binders,51.8,4,0,23.31,Crystal Gill
Second Class,Home Office,United States,Newark,Delaware,19711,East,Office Supplies,Binders,299.52,9,0,149.76,Patrick Williams
Standard Class,Consumer,United States,Arlington,Virginia,22204,South,Office Supplies,Art,7.7,2,0,3.157,Julie Chen
Standard Class,Corporate,United States,Decatur,Alabama,35601,South,Office Supplies,Paper,23.92,4,0,11.7208,Timothy Lutz
Standard Class,Corporate,United States,Decatur,Alabama,35601,South,Technology,Accessories,498,5,0,184.26,Jacob Hooper
Standard Class,Corporate,United States,Hesperia,California,92345,West,Furniture,Chairs,436.704,6,0.2,-38.2116,Harold Hayes
Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South,Office Supplies,Paper,32.4,5,0,15.552,Collin Lopez
First Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Appliances,61.44,3,0,16.5888,Kenneth Perez
Standard Class,Consumer,United States,Huntsville,Alabama,35810,South,Office Supplies,Storage,73.36,7,0,19.8072,Hannah Reyes
Standard Class,Consumer,United States,Knoxville,Tennessee,37918,South,Office Supplies,Labels,59.2,5,0.2,22.2,Jonathan Williams
Standard Class,Consumer,United States,Knoxville,Tennessee,37918,South,Furniture,Furnishings,32.952,3,0.2,6.5904,Lori Dougherty
Standard Class,Consumer,United States,Knoxville,Tennessee,37918,South,Furniture,Chairs,218.376,3,0.2,-10.9188,Paul Carter
Standard Class,Corporate,United States,Lawrence,Massachusetts,1841,East,Furniture,Furnishings,31.4,5,0,13.188,Brooke Terry
Standard Class,Corporate,United States,Lawrence,Massachusetts,1841,East,Furniture,Furnishings,9.48,1,0,3.792,Meredith Rios
Standard Class,Corporate,United States,Lawrence,Massachusetts,1841,East,Technology,Phones,209.5,10,0,58.66,Walter Pratt
Standard Class,Corporate,United States,Lawrence,Massachusetts,1841,East,Furniture,Furnishings,24.3,5,0,10.449,Megan Hart
Standard Class,Corporate,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Paper,6.48,1,0,3.1104,Steven Clark
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,32.448,2,0.2,7.3008,Amy Lowe
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,26.388,4,0.7,-17.592,Joseph Jones
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Tables,373.47,5,0.4,-112.041,Debbie Hall
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,64.2,5,0.7,-44.94,Lance King
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Fasteners,8,2,0.2,2.8,Julie Williams
Standard Class,Consumer,United States,Athens,Georgia,30605,South,Furniture,Furnishings,186.54,3,0,41.0388,Christopher Smith
Standard Class,Consumer,United States,Great Falls,Montana,59405,West,Office Supplies,Storage,87.08,7,0,24.3824,Laurie Wallace
Standard Class,Consumer,United States,Great Falls,Montana,59405,West,Technology,Phones,105.584,2,0.2,9.2386,Angela Salazar
Standard Class,Consumer,United States,Great Falls,Montana,59405,West,Technology,Accessories,217.44,6,0,91.3248,James Daugherty
Second Class,Consumer,United States,El Paso,Texas,79907,Central,Office Supplies,Art,31.744,2,0.2,3.968,Michelle Roman
